UID,Profession,Rating,Age,Profession_Category,Language_Spoken,Gender_Preference,Smoking,Music_Lover,Motion_Sickness,Like_Quietness
307522415986,Cashier,5,22,35,Sinhala,No,No,Yes,No,Yes
569020352595,Cashier,4.3,33,35,Sinhala,No,No,Yes,No,Yes
334918647608,Cashier,4.9,31,35,Sinhala,No,No,Yes,No,Yes
599508943577,Clerks,2.8,32,35,Sinhala,No,No,Yes,No,Yes
149752939382,Clerks,3.8,28,35,Sinhala,Male,No,Yes,No,No
888742449830,Clerks,4.6,27,25,Sinhala,Male,No,Yes,No,No
782701258034,Manager,2.5,32,25,Sinhala,Male,No,Yes,No,No
933432929390,Driver,4,21,25,Sinhala,Male,No,Yes,No,No
649112227359,Driver,2.2,30,25,Sinhala,Female,No,Yes,No,No
797448621268,Driver,4.7,24,25,Sinhala,Female,No,Yes,No,No
293868427203,Driver,4.2,26,25,Sinhala,Female,No,Yes,No,No
578630371844,Driver,3.7,40,25,Sinhala,Female,No,Yes,No,No
538858845712,Driver,4.6,37,25,Sinhala,No,No,Yes,No,No
36707283428,Driver,4.1,26,20,Sinhala,No,No,Yes,No,No
797941679705,Driver,2.1,32,20,Sinhala,No,No,Yes,No,No
697777542165,Body Guard,2.5,32,20,Sinhala,No,No,Yes,No,No
120675777454,Body Guard,4.5,27,20,Sinhala,No,No,Yes,No,No
766493101220,Body Guard,3.1,30,20,Sinhala,Male,No,No,Yes,Yes
919082087132,Body Guard,3.6,31,20,Sinhala,Male,No,No,Yes,Yes
681269640234,Body Guard,2.5,29,20,Sinhala,Male,No,No,Yes,Yes
628003044487,Body Guard,2.8,41,20,Sinhala,Male,No,No,Yes,Yes
405524866989,Body Guard,4.7,34,17,Sinhala,Female,No,No,Yes,Yes
826946945875,Body Guard,2.5,33,17,Sinhala,Female,No,No,Yes,Yes
113869680830,Security Officer,4.4,28,17,Sinhala,Female,No,No,Yes,Yes
893039858912,Security Officer,4.8,28,17,Sinhala,Female,No,No,Yes,Yes
363065600855,Security Officer,4.8,23,17,Sinhala,No,No,No,Yes,Yes
791957958147,Security Officer,3.6,24,17,Sinhala,No,No,No,Yes,Yes
962400451805,Security Officer,3.6,32,17,Sinhala,No,No,No,Yes,Yes
985846076702,Security Officer,2.8,34,17,Sinhala,No,No,No,Yes,Yes
912871099591,Security Officer,4.7,24,15,Sinhala,No,No,No,Yes,Yes
970853139102,Security Officer,4.6,26,15,Sinhala,Male,No,No,Yes,No
145769254003,Clerical Staff,4.5,36,15,Sinhala,Male,No,No,Yes,No
503639870467,Clerical Staff,4.8,41,15,Sinhala,Male,No,No,Yes,No
522848823092,Clerical Staff,3.7,38,15,Sinhala,Male,No,No,Yes,No
156111011089,Clerical Staff,2.4,38,15,Sinhala,Female,No,No,Yes,No
573221317446,Clerical Staff,4.4,30,15,Sinhala,Female,No,No,Yes,No
488551905081,Clerical Staff,3.9,25,15,Sinhala,Female,No,No,Yes,No
140889354034,Clerical Staff,2.8,37,15,Sinhala,Female,No,No,Yes,No
285566920922,Clerical Staff,3.5,34,15,Sinhala,No,No,No,Yes,No
573599304595,Clerical Staff,3.1,37,25,Sinhala,No,No,No,Yes,No
275828898643,Clerical Staff,4.5,36,20,Sinhala,No,No,No,Yes,No
552259675532,Clerk,3.2,37,17,Sinhala,No,No,No,Yes,No
477956447968,Driver,2.3,44,15,Sinhala,No,No,No,Yes,No
12195600153,Body Guard,4.3,32,20,Sinhala,No,No,No,Yes,No
616025117878,Security Officer,2.1,31,17,Sinhala,Male,No,No,No,Yes
660232026999,Clerk,2.6,31,15,Sinhala,Male,No,No,No,Yes
281104389395,Body Guard,3.9,33,25,Sinhala,Male,No,No,No,Yes
277947652693,Security Officer,4.9,35,25,Sinhala,Male,No,No,No,Yes
109918930383,Clerk,3.8,39,25,Sinhala,Female,No,No,No,Yes
280101783742,Driver,5,42,25,Sinhala,Female,No,No,No,Yes
463556396987,Driver,3.6,23,15,Sinhala,Female,No,No,No,Yes
102519839289,Driver,2.2,31,20,Sinhala,Female,No,No,No,Yes
300732725838,Driver,4,29,15,Sinhala,No,No,No,No,Yes
217640852536,Clerk,2.1,42,20,Sinhala,No,No,No,No,Yes
802848593496,Body Guard,4.3,36,15,Sinhala,No,No,No,No,Yes
65308200759,Clerk,3.6,27,32,Sinhala,No,No,No,No,Yes
50356498438,Body Guard,3.2,29,32,Sinhala,No,No,No,No,Yes
774695444135,Clerk,3.5,23,32,Sinhala,Male,No,No,No,No
602542816067,intern,4.2,22,32,Sinhala,Male,No,No,No,No
368426635815,intern,4.9,24,32,Sinhala,Male,No,No,No,No
359318329687,intern,2.6,23,32,Sinhala,Male,No,No,No,No
817764804998,intern,2.7,22,32,Sinhala,Male,No,No,No,No
657032742685,intern,4.7,22,32,Sinhala,Female,No,No,No,No
535510419526,intern,4.8,25,42,Sinhala,Female,No,No,No,No
473028759180,intern,4.9,22,42,Sinhala,Female,No,No,No,No
686469411947,intern,2.2,23,42,Sinhala,Female,No,No,No,No
555449458481,Administrative Assistant,4.6,35,42,Sinhala,No,No,No,No,No
240311577352,Administrative Assistant,4.9,33,42,Sinhala,No,No,No,No,No
515269883329,Administrative Assistant,2.7,35,42,Sinhala,No,No,No,No,No
44329017847,Administrative Assistant,2.1,34,32,Sinhala,No,No,No,No,No
45317066359,Administrative Assistant,3.6,37,32,Sinhala,No,No,No,No,No
205600319534,HR,4.8,32,63,Sinhala,Male,Yes,Yes,Yes,Yes
54582460405,HR,3.7,30,63,Sinhala,Male,Yes,Yes,Yes,Yes
518737230349,HR,2.4,29,63,Sinhala,Male,Yes,Yes,Yes,Yes
721040315631,HR,4.4,30,63,Sinhala,Male,Yes,Yes,Yes,Yes
399529909362,HR,3.9,34,63,Sinhala,Female,Yes,Yes,Yes,Yes
353455669872,HR,2.8,34,63,Sinhala,Female,Yes,Yes,Yes,Yes
737772829017,HR,3.5,34,63,Sinhala,Female,Yes,Yes,Yes,Yes
432931766588,HR,3.1,33,63,Sinhala,Female,Yes,Yes,Yes,Yes
889729257973,Network Engineer,5,32,55,Sinhala,Female,Yes,Yes,Yes,Yes
929501181777,Network Engineer,3.8,24,55,Sinhala,No,Yes,Yes,Yes,Yes
462992900303,Network Engineer,4.8,33,55,Sinhala,No,Yes,Yes,Yes,Yes
389613720907,Network Engineer,2.1,33,55,Sinhala,No,Yes,Yes,Yes,Yes
950200675646,Network Engineer,3.1,30,55,Sinhala,No,Yes,Yes,Yes,Yes
395135649330,Network Engineer,2,32,55,Sinhala,No,Yes,Yes,Yes,Yes
973015878046,Network Engineer,4.8,32,55,Sinhala,Male,Yes,Yes,Yes,No
81658559677,Network Engineer,2.1,33,55,Sinhala,Male,Yes,Yes,Yes,No
923555318159,Network Engineer,3.1,44,55,Sinhala,Male,Yes,Yes,Yes,No
873010352660,Network Engineer,2,26,55,Sinhala,Male,Yes,Yes,Yes,No
889277843245,Project Manager,2,37,68,Sinhala,Female,Yes,Yes,Yes,No
411785103859,Project Manager,4.6,36,68,Sinhala,Female,Yes,Yes,Yes,No
109053744832,Project Manager,4.6,31,68,Sinhala,Female,Yes,Yes,Yes,No
123394312517,Project Manager,4.5,34,68,Sinhala,Female,Yes,Yes,Yes,No
170119067990,Project Manager,4.3,28,68,Sinhala,No,Yes,Yes,Yes,No
596721370205,Database Administrator,3.8,34,60,Sinhala,No,Yes,Yes,Yes,No
527101784288,Database Administrator,3.3,23,60,Sinhala,No,Yes,Yes,Yes,No
429736305153,Database Administrator,5,38,60,Sinhala,No,Yes,Yes,Yes,No
896124155995,Database Administrator,4.2,33,60,Sinhala,No,Yes,Yes,Yes,No
781051188575,Database Administrator,2,19,60,Sinhala,No,Yes,Yes,Yes,No
702043842232,Database Administrator,3.7,25,60,Sinhala,Male,Yes,Yes,No,Yes
151147478090,Database Administrator,4.1,31,60,Sinhala,Male,Yes,Yes,No,Yes
30962866969,Database Administrator,4,32,60,Sinhala,Male,Yes,Yes,No,Yes
988832026070,Database Administrator,2.9,28,60,Sinhala,Male,Yes,Yes,No,Yes
972822300225,Database Administrator,4.6,38,80,Sinhala,Female,Yes,Yes,No,Yes
783500687096,Nurse,3.7,23,80,Sinhala,Female,Yes,Yes,No,Yes
342703250564,Nurse,3.8,30,80,Sinhala,Female,Yes,Yes,No,Yes
885005340193,Nurse,4.2,27,80,Sinhala,No,Yes,Yes,No,Yes
410965722181,Nurse,2.7,33,80,Sinhala,No,Yes,Yes,No,Yes
430048031395,Nurse,2.6,31,80,Sinhala,No,Yes,Yes,No,Yes
179547491958,Nurse,3.7,39,80,Sinhala,No,Yes,Yes,No,Yes
574701975166,Lecturer,4.5,34,80,Sinhala,Male,Yes,Yes,No,No
449601179646,Lecturer,3.7,29,80,Sinhala,Male,Yes,Yes,No,No
389127234006,Lecturer,3.4,32,80,English,Male,Yes,Yes,No,No
656513312301,Lecturer,3.8,31,80,Sinhala,Male,Yes,Yes,No,No
784987240664,Lecturer,4.1,40,80,Sinhala,Female,Yes,Yes,No,No
880099910521,Lecturer,2.9,34,80,Sinhala,Female,Yes,Yes,No,No
657939162565,Lecturer,3.9,18,80,Sinhala,Female,Yes,Yes,No,No
565067335571,Lecturer,4.9,25,80,Sinhala,Female,Yes,Yes,No,No
937158558744,Lecturer,4.3,29,80,Sinhala,No,Yes,Yes,No,No
317063711858,Lecturer,3.4,24,80,Sinhala,No,Yes,Yes,No,No
304216066749,Lecturer,3.5,31,80,Sinhala,No,Yes,Yes,No,No
521535514027,Lecturer,2.4,33,80,Sinhala,No,Yes,Yes,No,No
190917045092,Lecturer,4.3,30,80,Sinhala,No,Yes,Yes,No,No
792975909604,Lecturer,4.1,26,75,Sinhala,Male,Yes,No,Yes,Yes
115160787943,Teacher,3.3,44,75,Sinhala,Male,Yes,No,Yes,Yes
569779412740,Teacher,2,25,75,Sinhala,Male,Yes,No,Yes,Yes
357699531392,Teacher,4.8,33,75,Sinhala,Male,Yes,No,Yes,Yes
303090108581,Teacher,4.9,29,75,Sinhala,Female,Yes,No,Yes,Yes
640101593141,Teacher,2.5,35,75,Sinhala,Female,Yes,No,Yes,Yes
905468658573,Teacher,2.9,35,75,Sinhala,Female,Yes,No,Yes,Yes
889614173718,Teacher,4.6,28,75,Sinhala,Female,Yes,No,Yes,Yes
282508964370,Teacher,3.8,34,75,Sinhala,Female,Yes,No,Yes,Yes
680618898961,Teacher,3.1,32,75,Sinhala,No,Yes,No,Yes,Yes
528082781777,Teacher,4.7,22,75,Sinhala,No,Yes,No,Yes,Yes
914304880224,Teacher,2.8,28,85,Sinhala,No,Yes,No,Yes,Yes
181440270799,Tech Lead,4.5,45,85,Sinhala,No,Yes,No,Yes,Yes
332305259832,Tech Lead,2.1,32,85,Sinhala,No,Yes,No,Yes,Yes
376236488910,Tech Lead,2,28,85,Sinhala,No,Yes,No,Yes,Yes
565648611420,Tech Lead,4.5,26,85,Sinhala,Male,Yes,No,Yes,No
718591729713,Tech Lead,4,21,85,Sinhala,Male,Yes,No,Yes,No
508156569039,Tech Lead,4.5,27,85,Sinhala,Male,Yes,No,Yes,No
206641329144,Tech Lead,2.1,18,85,Sinhala,Female,Yes,No,Yes,No
779657828082,Tech Lead,4.4,35,85,Sinhala,Female,Yes,No,Yes,No
732759505466,Tech Lead,4.2,29,85,Sinhala,Female,Yes,No,Yes,No
577588481330,HR,2,33,63,Sinhala,Female,Yes,No,Yes,No
617303864766,HR,4.6,31,63,Sinhala,No,Yes,No,Yes,No
383526382657,HR,4.6,39,63,Sinhala,No,Yes,No,Yes,No
29501402545,HR,4.5,34,63,Sinhala,No,Yes,No,Yes,No
434081324178,HR,4.3,29,63,Sinhala,No,Yes,No,Yes,No
373551772670,HR,3.8,32,63,Sinhala,No,Yes,No,Yes,No
455108777029,HR,3.3,31,63,Sinhala,No,Yes,No,Yes,No
766567258330,HR,5,40,63,Sinhala,Male,Yes,No,No,Yes
661109212108,Network Engineer,4.2,34,55,Sinhala,Male,Yes,No,No,Yes
528890967624,Network Engineer,2,18,55,Sinhala,Male,Yes,No,No,Yes
346502598936,Network Engineer,3.7,25,55,Sinhala,Male,Yes,No,No,Yes
338810409757,Network Engineer,4.1,29,55,Sinhala,Female,Yes,No,No,Yes
984415210143,Network Engineer,4,24,55,Sinhala,Female,Yes,No,No,Yes
645496593365,Network Engineer,2.9,31,55,Sinhala,Female,Yes,No,No,Yes
654001545507,Network Engineer,4.6,33,55,Sinhala,Female,Yes,No,No,Yes
483206542052,Network Engineer,3.7,30,55,Sinhala,No,Yes,No,No,Yes
855429020401,Network Engineer,3.8,26,55,Sinhala,No,Yes,No,No,Yes
961713182298,Network Engineer,4.2,44,55,Tamil,No,Yes,No,No,Yes
923893609580,Project Manager,2.7,25,68,Tamil,No,Yes,No,No,Yes
308257310249,Project Manager,2.6,33,68,Tamil,No,Yes,No,No,Yes
705733121937,Project Manager,3.7,29,68,Tamil,Male,Yes,No,No,No
561933474242,Project Manager,4.5,35,68,Tamil,Male,Yes,No,No,No
117316418623,Project Manager,3.7,35,68,Tamil,Male,Yes,No,No,No
208902749954,Database Administrator,3.4,28,60,Tamil,Male,Yes,No,No,No
482474390734,Database Administrator,3.8,34,60,Tamil,Female,Yes,No,No,No
674374662849,Database Administrator,4.1,32,60,Tamil,Female,Yes,No,No,No
403316021085,Database Administrator,2.9,22,60,Tamil,Female,Yes,No,No,No
993262341835,Database Administrator,3.9,28,60,Tamil,Female,Yes,No,No,No
120442957738,Database Administrator,4.9,45,60,Tamil,No,Yes,No,No,No
631595865518,Database Administrator,4.3,32,60,Tamil,No,Yes,No,No,No
374883897107,Database Administrator,3.4,28,60,Tamil,No,Yes,No,No,No
447718483694,Database Administrator,3.5,26,60,Tamil,No,Yes,No,No,No
625379117053,Database Administrator,2.4,21,80,Tamil,No,Yes,No,No,No
514184257631,Nurse,4.3,27,80,Tamil,No,Yes,No,No,No
355763770572,Nurse,4.1,18,80,Tamil,No,Yes,No,No,No
66776489164,Nurse,3.3,33,80,Tamil,Male,No,Yes,Yes,Yes
680032253211,Nurse,2,35,80,Tamil,Male,No,Yes,Yes,Yes
178765261271,Nurse,4.8,34,80,Tamil,Male,No,Yes,Yes,Yes
299048500690,Nurse,4.9,37,80,Tamil,Male,No,Yes,Yes,Yes
62700421195,Lecturer,2.5,32,80,Tamil,Female,No,Yes,Yes,Yes
511008585630,Lecturer,2.9,30,80,English,Female,No,Yes,Yes,Yes
144145854315,Lecturer,4.6,29,80,English,Female,No,Yes,Yes,Yes
430494783638,Lecturer,3.8,30,80,English,Female,No,Yes,Yes,Yes
293161680266,Lecturer,3.1,34,80,English,No,No,Yes,Yes,Yes
862361700086,Lecturer,4.7,34,80,English,No,No,Yes,Yes,Yes
243864865949,Lecturer,2.8,34,80,English,No,No,Yes,Yes,Yes
84609722287,Lecturer,4.5,33,80,English,No,No,Yes,Yes,Yes
887881308105,Lecturer,2.1,32,80,English,No,No,Yes,Yes,Yes
825877117368,Lecturer,2,24,80,English,No,No,Yes,Yes,Yes
790083442528,Lecturer,4.5,33,80,English,Male,No,Yes,Yes,No
986402740021,Lecturer,4,33,80,English,Male,No,Yes,Yes,No
162265944264,Lecturer,4.5,30,80,English,Male,No,Yes,Yes,No
770504114824,Lecturer,2.1,32,75,English,Male,No,Yes,Yes,No
327657692754,Teacher,4.4,32,75,English,Female,No,Yes,Yes,No
296334593936,Teacher,4.2,33,75,English,Female,No,Yes,Yes,No
456001636866,Teacher,2,44,75,English,Female,No,Yes,Yes,No
942475068834,Teacher,4.6,26,75,English,Female,No,Yes,Yes,No
311629689758,Teacher,4.6,37,75,English,No,No,Yes,Yes,No
379777338479,Teacher,4.5,33,75,English,No,No,Yes,Yes,No
375151529614,Teacher,4.3,35,75,English,No,No,Yes,Yes,No
414909038861,Teacher,3.8,34,75,Sinhala,No,No,Yes,Yes,No
766368975404,Teacher,3.3,37,75,Sinhala,No,No,Yes,Yes,No
233516117609,Teacher,5,32,75,Sinhala,No,No,Yes,Yes,No
781962042298,Teacher,4.2,30,85,Sinhala,Male,No,Yes,No,Yes
410056427610,Tech Lead,2,29,85,Sinhala,Male,No,Yes,No,Yes
754113191731,Tech Lead,3.7,30,85,Sinhala,Male,No,Yes,No,Yes
731832945793,Tech Lead,4.1,34,85,Sinhala,Male,No,Yes,No,Yes
681623590082,Tech Lead,4,34,85,Sinhala,Female,No,Yes,No,Yes
587519122576,Tech Lead,2.9,34,85,Sinhala,Female,No,Yes,No,Yes
176662570930,Tech Lead,4.6,33,85,Sinhala,Female,No,Yes,No,Yes
