UID,Profession,Rating,Age,Profession_Category,Language_Spoken,Gender_Preference,Smoking,Music_Lover,Motion_Sickness,Like_Quietness
57612870002,Clerks,3.8,28,35,Sinhala,Male,Yes,No,Yes,Yes
5.21349E+11,Clerks,4.6,27,35,Sinhala,Male,Yes,No,Yes,Yes
6.41813E+11,Manager,2.5,32,25,Sinhala,Male,Yes,No,Yes,Yes
2.16687E+11,Driver,4,21,25,Sinhala,Female,Yes,No,Yes,Yes
6.45514E+11,Driver,2.2,30,25,Sinhala,Female,Yes,No,Yes,Yes
7.24232E+11,Driver,4.7,24,25,Sinhala,Female,Yes,No,Yes,Yes
8.24008E+11,Driver,4.2,26,25,Sinhala,Female,Yes,No,Yes,Yes
3.51258E+11,Driver,3.7,40,25,Sinhala,No,Yes,No,Yes,Yes
90339351758,Driver,4.6,37,25,Sinhala,No,Yes,No,Yes,Yes
8.80837E+11,Driver,4.1,26,25,Sinhala,No,Yes,No,Yes,Yes
10452912996,Driver,2.1,32,20,Sinhala,No,Yes,No,Yes,Yes
1377093426,Body Guard,2.5,32,20,Sinhala,No,Yes,No,Yes,Yes
7.63192E+11,Body Guard,4.5,27,20,Sinhala,Male,Yes,No,Yes,No
2.73915E+11,Body Guard,3.1,30,20,Sinhala,Male,Yes,No,Yes,No
1.0612E+11,Body Guard,3.6,31,20,Sinhala,Male,Yes,No,Yes,No
6.20947E+11,Body Guard,2.5,29,20,Sinhala,Male,Yes,No,Yes,No
9.37744E+11,Body Guard,2.8,41,20,Sinhala,Female,Yes,No,Yes,No
6.10581E+11,Body Guard,4.7,34,20,Sinhala,Female,Yes,No,Yes,No
4.71703E+11,Body Guard,2.5,33,17,Sinhala,Female,Yes,No,Yes,No
5.63194E+11,Security Officer,4.4,28,17,Sinhala,Female,Yes,No,Yes,No
1.58659E+11,Security Officer,4.8,28,17,Sinhala,No,Yes,No,Yes,No
2.36127E+11,Security Officer,4.8,23,17,Sinhala,No,Yes,No,Yes,No
3.72125E+11,Security Officer,3.6,24,17,Sinhala,No,Yes,No,Yes,No
4.80853E+11,Security Officer,3.6,32,17,Sinhala,No,Yes,No,Yes,No
8.36421E+11,Security Officer,2.8,34,17,Sinhala,No,Yes,No,Yes,No
5.80737E+11,Security Officer,4.7,24,17,Sinhala,Male,Yes,No,No,Yes
5.69627E+11,Security Officer,4.6,26,15,Sinhala,Male,Yes,No,No,Yes
5.7152E+11,Clerical Staff,4.5,36,15,Sinhala,Male,Yes,No,No,Yes
5.77499E+11,Clerical Staff,4.8,41,15,Sinhala,Male,Yes,No,No,Yes
4.73005E+11,Clerical Staff,3.7,38,15,Sinhala,Female,Yes,No,No,Yes
61463256892,Clerical Staff,2.4,38,15,Sinhala,Female,Yes,No,No,Yes
7.32213E+11,Clerical Staff,4.4,30,15,Sinhala,Female,Yes,No,No,Yes
9.06454E+11,Clerical Staff,3.9,25,15,Sinhala,Female,Yes,No,No,Yes
8.3945E+11,Clerical Staff,2.8,37,15,Sinhala,No,Yes,No,No,Yes
4.35774E+11,Clerical Staff,3.5,34,15,Sinhala,No,Yes,No,No,Yes
8.81428E+11,Clerical Staff,3.1,37,15,Sinhala,No,Yes,No,No,Yes
3.68561E+11,Clerical Staff,4.5,36,25,Sinhala,No,Yes,No,No,Yes
7.73221E+11,Clerk,3.2,37,20,Tamil,No,Yes,No,No,Yes
9.77579E+11,Driver,2.3,44,17,Tamil,Male,Yes,No,No,No
8.58707E+11,Body Guard,4.3,32,15,Tamil,Male,Yes,No,No,No
3.35883E+11,Security Officer,2.1,31,20,Tamil,Male,Yes,No,No,No
7.46975E+11,Clerk,2.6,31,17,Tamil,Male,Yes,No,No,No
8.32021E+11,Body Guard,3.9,33,15,Tamil,Female,Yes,No,No,No
79213384706,Security Officer,4.9,35,25,Tamil,Female,Yes,No,No,No
53298478298,Clerk,3.8,39,25,Tamil,Female,Yes,No,No,No
8.8155E+11,Driver,5,42,25,Tamil,Female,Yes,No,No,No
3.56036E+11,Driver,3.6,23,25,Tamil,No,Yes,No,No,No
8.30603E+11,Driver,2.2,31,15,Tamil,No,Yes,No,No,No
7.16794E+11,Driver,4,29,20,Tamil,No,Yes,No,No,No
1.61494E+11,Clerk,2.1,42,15,Tamil,No,Yes,No,No,No
1.88017E+11,Body Guard,4.3,36,20,Tamil,No,Yes,No,No,No
9.90998E+11,Clerk,3.6,27,15,Tamil,Male,No,Yes,Yes,Yes
5.89909E+11,Body Guard,3.2,29,32,Tamil,Male,No,Yes,Yes,Yes
5.69648E+11,Clerk,3.5,23,32,Tamil,Male,No,Yes,Yes,Yes
1.20792E+11,intern,4.2,22,32,Tamil,Male,No,Yes,Yes,Yes
6.3042E+11,intern,4.9,24,32,Tamil,Female,No,Yes,Yes,Yes
8.18623E+11,intern,2.6,23,32,Tamil,Female,No,Yes,Yes,Yes
1.03188E+11,intern,2.7,22,32,Tamil,Female,No,Yes,Yes,Yes
9.64298E+11,intern,4.7,22,32,Tamil,Female,No,Yes,Yes,Yes
7.95641E+11,intern,4.8,25,32,Tamil,Female,No,Yes,Yes,Yes
6.90233E+11,intern,4.9,22,42,English,No,No,Yes,Yes,Yes
8.85935E+11,intern,2.2,23,42,English,No,No,Yes,Yes,Yes
8.16658E+11,Administrative Assistant,4.6,35,42,English,No,No,Yes,Yes,Yes
7.15006E+11,Administrative Assistant,4.9,33,42,English,No,No,Yes,Yes,Yes
8.96651E+11,Administrative Assistant,2.7,35,42,English,No,No,Yes,Yes,Yes
9.72211E+11,Administrative Assistant,2.1,34,42,English,No,No,Yes,Yes,Yes
3.23128E+11,Administrative Assistant,3.6,37,32,English,Male,No,Yes,Yes,No
7.03163E+11,Administrative Assistant,4.6,35,32,English,Male,No,Yes,Yes,No
6.97445E+11,Administrative Assistant,4.9,33,35,English,Male,No,Yes,Yes,No
1.48121E+11,Administrative Assistant,2.7,35,37,English,Male,No,Yes,Yes,No
3.45828E+11,Administrative Assistant,2.1,34,31,English,Male,No,Yes,Yes,No
6.09077E+11,Administrative Assistant,3.6,37,38,English,Female,No,Yes,Yes,No
7.77471E+11,Bank Assistant,2.9,27,38,English,Female,No,Yes,Yes,No
1.87681E+11,Bank Assistant,2.7,29,38,English,Female,No,Yes,Yes,No
8.9726E+11,Bank Assistant,4.6,38,38,English,No,No,Yes,Yes,No
3.52488E+11,Bank Assistant,3.4,50,40,English,No,No,Yes,Yes,No
93037180229,Bank Assistant,2.9,35,40,English,No,No,Yes,Yes,No
6.46498E+11,IT Support,3.4,24,40,English,No,No,Yes,Yes,No
4.66215E+11,IT Support,3.7,35,40,English,No,No,Yes,Yes,No
2.33087E+11,IT Support,2.3,27,40,English,Male,No,Yes,No,Yes
1.46352E+11,IT Support,2.9,18,40,Sinhala,Male,No,Yes,No,Yes
40485886124,IT Support,3,30,40,Sinhala,Male,No,Yes,No,Yes
6.8239E+11,IT Support,4.8,38,35,Sinhala,Male,No,Yes,No,Yes
8.6694E+11,IT Support,3.8,28,35,Sinhala,Female,No,Yes,No,Yes
3.48742E+11,Cashier,3.6,34,35,Sinhala,Female,No,Yes,No,Yes
9.64358E+11,Cashier,4.2,26,35,Sinhala,Female,No,Yes,No,Yes
6.78678E+11,Cashier,3.3,30,35,Sinhala,Female,No,Yes,No,Yes
4.53241E+11,Cashier,5,22,35,Sinhala,No,No,Yes,No,Yes
9.8786E+11,Cashier,4.3,33,35,Sinhala,No,No,Yes,No,Yes
7.72317E+11,Cashier,4.9,31,35,Sinhala,No,No,Yes,No,Yes
5.20353E+11,Clerks,2.8,32,35,Sinhala,No,No,Yes,No,Yes
9.35805E+11,Clerks,3.8,28,35,Sinhala,Male,No,Yes,No,No
5.42184E+11,Clerks,4.6,27,25,Sinhala,Male,No,Yes,No,No
1.79974E+11,Manager,2.5,32,25,Sinhala,Male,No,Yes,No,No
1.53427E+11,Driver,4,21,25,Sinhala,Male,No,Yes,No,No
7.85975E+11,Driver,2.2,30,25,Sinhala,Female,No,Yes,No,No
8.60591E+11,Driver,4.7,24,25,Sinhala,Female,No,Yes,No,No
5.37235E+11,Driver,4.2,26,25,Sinhala,Female,No,Yes,No,No
4.70252E+11,Driver,3.7,40,25,Sinhala,Female,No,Yes,No,No
6.81804E+11,Driver,4.6,37,25,Sinhala,No,No,Yes,No,No
5.42418E+11,Driver,4.1,26,20,Sinhala,No,No,Yes,No,No
5.60587E+11,Driver,2.1,32,20,Sinhala,No,No,Yes,No,No
2.15989E+11,Body Guard,2.5,32,20,Sinhala,No,No,Yes,No,No
8.29944E+11,Body Guard,4.5,27,20,Sinhala,No,No,Yes,No,No
5.37798E+11,Body Guard,3.1,30,20,Sinhala,Male,No,No,Yes,Yes
2.10107E+11,Body Guard,3.6,31,20,Sinhala,Male,No,No,Yes,Yes
75580477506,Body Guard,2.5,29,20,Sinhala,Male,No,No,Yes,Yes
1.11109E+11,Body Guard,2.8,41,20,Sinhala,Male,No,No,Yes,Yes
9.00118E+11,Body Guard,4.7,34,17,Sinhala,Female,No,No,Yes,Yes
1.4865E+11,Body Guard,2.5,33,17,Sinhala,Female,No,No,Yes,Yes
9.56159E+11,Security Officer,4.4,28,17,Sinhala,Female,No,No,Yes,Yes
3.80979E+11,Security Officer,4.8,28,17,Sinhala,Female,No,No,Yes,Yes
1.93995E+11,Security Officer,4.8,23,17,Sinhala,No,No,No,Yes,Yes
8.4852E+11,Security Officer,3.6,24,17,Sinhala,No,No,No,Yes,Yes
4.1644E+11,Security Officer,3.6,32,17,Sinhala,No,No,No,Yes,Yes
7.02314E+11,Security Officer,2.8,34,17,Sinhala,No,No,No,Yes,Yes
9.52597E+11,Security Officer,4.7,24,15,Sinhala,No,No,No,Yes,Yes
6.42272E+11,Security Officer,4.6,26,15,Sinhala,Male,No,No,Yes,No
6.60035E+11,Clerical Staff,4.5,36,15,Sinhala,Male,No,No,Yes,No
5.46265E+11,Clerical Staff,4.8,41,15,Sinhala,Male,No,No,Yes,No
3.48904E+11,Clerical Staff,3.7,38,15,Sinhala,Male,No,No,Yes,No
5.92706E+11,Clerical Staff,2.4,38,15,Sinhala,Female,No,No,Yes,No
1989526814,Clerical Staff,4.4,30,15,Sinhala,Female,No,No,Yes,No
6.79583E+11,Clerical Staff,3.9,25,15,Sinhala,Female,No,No,Yes,No
8.13373E+11,Clerical Staff,2.8,37,15,Sinhala,Female,No,No,Yes,No
5.24985E+11,Clerical Staff,3.5,34,15,Sinhala,No,No,No,Yes,No
5.73136E+11,Clerical Staff,3.1,37,25,Sinhala,No,No,No,Yes,No
5.10532E+11,Clerical Staff,4.5,36,20,Sinhala,No,No,No,Yes,No
9.04243E+11,Clerk,3.2,37,17,Sinhala,No,No,No,Yes,No
2.65547E+11,Driver,2.3,44,15,Sinhala,No,No,No,Yes,No
77869708509,Body Guard,4.3,32,20,Sinhala,No,No,No,Yes,No
2.55562E+11,Security Officer,2.1,31,17,Sinhala,Male,No,No,No,Yes
8.81727E+11,Clerk,2.6,31,15,Sinhala,Male,No,No,No,Yes
6.34486E+11,Body Guard,3.9,33,25,Sinhala,Male,No,No,No,Yes
69503438479,Security Officer,4.9,35,25,Sinhala,Male,No,No,No,Yes
5.78482E+11,Clerk,3.8,39,25,Sinhala,Female,No,No,No,Yes
9.06359E+11,Driver,5,42,25,Sinhala,Female,No,No,No,Yes
6.8313E+11,Driver,3.6,23,15,Sinhala,Female,No,No,No,Yes
2.08487E+11,Driver,2.2,31,20,Sinhala,Female,No,No,No,Yes
1.55482E+11,Driver,4,29,15,Sinhala,No,No,No,No,Yes
5.33374E+11,Clerk,2.1,42,20,Sinhala,No,No,No,No,Yes
6.17912E+11,Body Guard,4.3,36,15,Sinhala,No,No,No,No,Yes
8.5217E+11,Clerk,3.6,27,32,Sinhala,No,No,No,No,Yes
90751930123,Body Guard,3.2,29,32,Sinhala,No,No,No,No,Yes
1.33612E+11,Clerk,3.5,23,32,Sinhala,Male,No,No,No,No
8.60672E+11,intern,4.2,22,32,Sinhala,Male,No,No,No,No
4.27347E+11,intern,4.9,24,32,Sinhala,Male,No,No,No,No
2.33055E+11,intern,2.6,23,32,Sinhala,Male,No,No,No,No
5.29812E+11,intern,2.7,22,32,Sinhala,Male,No,No,No,No
6.70684E+11,intern,4.7,22,32,Sinhala,Female,No,No,No,No
6.94413E+11,intern,4.8,25,42,Sinhala,Female,No,No,No,No
7.9946E+11,intern,4.9,22,42,Sinhala,Female,No,No,No,No
1.18576E+11,intern,2.2,23,42,Sinhala,Female,No,No,No,No
44633650678,Administrative Assistant,4.6,35,42,Sinhala,No,No,No,No,No
3.78395E+11,Administrative Assistant,4.9,33,42,Sinhala,No,No,No,No,No
5.22026E+11,Administrative Assistant,2.7,35,42,Sinhala,No,No,No,No,No
3.47479E+11,Administrative Assistant,2.1,34,32,Sinhala,No,No,No,No,No
9.30683E+11,Administrative Assistant,3.6,37,32,Sinhala,No,No,No,No,No
4.66832E+11,HR,4.8,32,63,Sinhala,Male,Yes,Yes,Yes,Yes
1.68046E+11,HR,3.7,30,63,Sinhala,Male,Yes,Yes,Yes,Yes
6.25582E+11,HR,2.4,29,63,Sinhala,Male,Yes,Yes,Yes,Yes
71202599976,HR,4.4,30,63,Sinhala,Male,Yes,Yes,Yes,Yes
63923757491,HR,3.9,34,63,Sinhala,Female,Yes,Yes,Yes,Yes
4.59779E+11,HR,2.8,34,63,Sinhala,Female,Yes,Yes,Yes,Yes
7.60827E+11,HR,3.5,34,63,Sinhala,Female,Yes,Yes,Yes,Yes
9.19866E+11,HR,3.1,33,63,Sinhala,Female,Yes,Yes,Yes,Yes
17454971121,Network Engineer,5,32,55,Sinhala,Female,Yes,Yes,Yes,Yes
52562817533,Network Engineer,3.8,24,55,Sinhala,No,Yes,Yes,Yes,Yes
2.65636E+11,Network Engineer,4.8,33,55,Sinhala,No,Yes,Yes,Yes,Yes
27708729947,Network Engineer,2.1,33,55,Sinhala,No,Yes,Yes,Yes,Yes
7.43079E+11,Network Engineer,3.1,30,55,Sinhala,No,Yes,Yes,Yes,Yes
9.31095E+11,Network Engineer,2,32,55,Sinhala,No,Yes,Yes,Yes,Yes
3.69828E+11,Network Engineer,4.8,32,55,Sinhala,Male,Yes,Yes,Yes,No
2.00268E+11,Network Engineer,2.1,33,55,Sinhala,Male,Yes,Yes,Yes,No
4.2193E+11,Network Engineer,3.1,44,55,Sinhala,Male,Yes,Yes,Yes,No
6.30453E+11,Network Engineer,2,26,55,Sinhala,Male,Yes,Yes,Yes,No
2.31867E+11,Project Manager,2,37,68,Sinhala,Female,Yes,Yes,Yes,No
9.58909E+11,Project Manager,4.6,36,68,Sinhala,Female,Yes,Yes,Yes,No
5.84772E+11,Project Manager,4.6,31,68,Sinhala,Female,Yes,Yes,Yes,No
8.98653E+11,Project Manager,4.5,34,68,Sinhala,Female,Yes,Yes,Yes,No
1.08608E+11,Project Manager,4.3,28,68,Sinhala,No,Yes,Yes,Yes,No
3.81925E+11,Database Administrator,3.8,34,60,Sinhala,No,Yes,Yes,Yes,No
1.31884E+11,Database Administrator,3.3,23,60,Sinhala,No,Yes,Yes,Yes,No
2.10585E+11,Database Administrator,5,38,60,Sinhala,No,Yes,Yes,Yes,No
1.8001E+11,Database Administrator,4.2,33,60,Sinhala,No,Yes,Yes,Yes,No
3.25949E+11,Database Administrator,2,19,60,Sinhala,No,Yes,Yes,Yes,No
3.11197E+11,Database Administrator,3.7,25,60,Sinhala,Male,Yes,Yes,No,Yes
2.22828E+11,Database Administrator,4.1,31,60,Sinhala,Male,Yes,Yes,No,Yes
9.31439E+11,Database Administrator,4,32,60,Sinhala,Male,Yes,Yes,No,Yes
5.43682E+11,Database Administrator,2.9,28,60,Sinhala,Male,Yes,Yes,No,Yes
9.2148E+11,Database Administrator,4.6,38,80,Sinhala,Female,Yes,Yes,No,Yes
7.94958E+11,Nurse,3.7,23,80,Sinhala,Female,Yes,Yes,No,Yes
44131507178,Nurse,3.8,30,80,Sinhala,Female,Yes,Yes,No,Yes
9.92455E+11,Nurse,4.2,27,80,Sinhala,No,Yes,Yes,No,Yes
4.79714E+11,Nurse,2.7,33,80,Sinhala,No,Yes,Yes,No,Yes
7.73486E+11,Nurse,2.6,31,80,Sinhala,No,Yes,Yes,No,Yes
7.94076E+11,Nurse,3.7,39,80,Sinhala,No,Yes,Yes,No,Yes
1.85382E+11,Lecturer,4.5,34,80,Sinhala,Male,Yes,Yes,No,No
5.09366E+11,Lecturer,3.7,29,80,Sinhala,Male,Yes,Yes,No,No
73179133774,Lecturer,3.4,32,80,English,Male,Yes,Yes,No,No
3.5196E+11,Lecturer,3.8,31,80,Sinhala,Male,Yes,Yes,No,No
7.45595E+11,Lecturer,4.1,40,80,Sinhala,Female,Yes,Yes,No,No
9.36985E+11,Lecturer,2.9,34,80,Sinhala,Female,Yes,Yes,No,No
9.5591E+11,Lecturer,3.9,18,80,Sinhala,Female,Yes,Yes,No,No
8.86523E+11,Lecturer,4.9,25,80,Sinhala,Female,Yes,Yes,No,No
3.24566E+11,Lecturer,4.3,29,80,Sinhala,No,Yes,Yes,No,No
1.34154E+11,Lecturer,3.4,24,80,Sinhala,No,Yes,Yes,No,No
4.34839E+11,Lecturer,3.5,31,80,Sinhala,No,Yes,Yes,No,No
1.81373E+11,Lecturer,2.4,33,80,Sinhala,No,Yes,Yes,No,No
1.16329E+11,Lecturer,4.3,30,80,Sinhala,No,Yes,Yes,No,No
91988785471,Lecturer,4.1,26,75,Sinhala,Male,Yes,No,Yes,Yes
7.3085E+11,Teacher,3.3,44,75,Sinhala,Male,Yes,No,Yes,Yes
8.58384E+11,Teacher,2,25,75,Sinhala,Male,Yes,No,Yes,Yes
9.33571E+11,Teacher,4.8,33,75,Sinhala,Male,Yes,No,Yes,Yes
9.17858E+11,Teacher,4.9,29,75,Sinhala,Female,Yes,No,Yes,Yes
3.79225E+11,Teacher,2.5,35,75,Sinhala,Female,Yes,No,Yes,Yes
8.10992E+11,Teacher,2.9,35,75,Sinhala,Female,Yes,No,Yes,Yes
5.52586E+11,Teacher,4.6,28,75,Sinhala,Female,Yes,No,Yes,Yes
2.45829E+11,Teacher,3.8,34,75,Sinhala,Female,Yes,No,Yes,Yes
9.86453E+11,Teacher,3.1,32,75,Sinhala,No,Yes,No,Yes,Yes
3.58181E+11,Teacher,4.7,22,75,Sinhala,No,Yes,No,Yes,Yes
77666591484,Teacher,2.8,28,85,Sinhala,No,Yes,No,Yes,Yes
4.20164E+11,Tech Lead,4.5,45,85,Sinhala,No,Yes,No,Yes,Yes
3.4539E+11,Tech Lead,2.1,32,85,Sinhala,No,Yes,No,Yes,Yes
4.87101E+11,Tech Lead,2,28,85,Sinhala,No,Yes,No,Yes,Yes
84498708677,Tech Lead,4.5,26,85,Sinhala,Male,Yes,No,Yes,No
6.59355E+11,Tech Lead,4,21,85,Sinhala,Male,Yes,No,Yes,No
6.29892E+11,Tech Lead,4.5,27,85,Sinhala,Male,Yes,No,Yes,No
9.63078E+11,Tech Lead,2.1,18,85,Sinhala,Female,Yes,No,Yes,No
1.89276E+11,Tech Lead,4.4,35,85,Sinhala,Female,Yes,No,Yes,No
8.345E+11,Tech Lead,4.2,29,85,Sinhala,Female,Yes,No,Yes,No
2.8052E+11,HR,2,33,63,Sinhala,Female,Yes,No,Yes,No
8.76872E+11,HR,4.6,31,63,Sinhala,No,Yes,No,Yes,No
3.64846E+11,HR,4.6,39,63,Sinhala,No,Yes,No,Yes,No
4.78039E+11,HR,4.5,34,63,Sinhala,No,Yes,No,Yes,No
6.286E+11,HR,4.3,29,63,Sinhala,No,Yes,No,Yes,No
9.6894E+11,HR,3.8,32,63,Sinhala,No,Yes,No,Yes,No
1.90293E+11,HR,3.3,31,63,Sinhala,No,Yes,No,Yes,No
8.16161E+11,HR,5,40,63,Sinhala,Male,Yes,No,No,Yes
7.37312E+11,Network Engineer,4.2,34,55,Sinhala,Male,Yes,No,No,Yes
2.91964E+11,Network Engineer,2,18,55,Sinhala,Male,Yes,No,No,Yes
3.03805E+11,Network Engineer,3.7,25,55,Sinhala,Male,Yes,No,No,Yes
5.72067E+11,Network Engineer,4.1,29,55,Sinhala,Female,Yes,No,No,Yes
94524094714,Network Engineer,4,24,55,Sinhala,Female,Yes,No,No,Yes
1.28404E+11,Network Engineer,2.9,31,55,Sinhala,Female,Yes,No,No,Yes
4.33457E+11,Network Engineer,4.6,33,55,Sinhala,Female,Yes,No,No,Yes
2.89828E+11,Network Engineer,3.7,30,55,Sinhala,No,Yes,No,No,Yes
7.69197E+11,Network Engineer,3.8,26,55,Sinhala,No,Yes,No,No,Yes
1.89618E+11,Network Engineer,4.2,44,55,Tamil,No,Yes,No,No,Yes
1.07858E+11,Project Manager,2.7,25,68,Tamil,No,Yes,No,No,Yes
8.33432E+11,Project Manager,2.6,33,68,Tamil,No,Yes,No,No,Yes
5.94218E+11,Project Manager,3.7,29,68,Tamil,Male,Yes,No,No,No
1.39922E+11,Project Manager,4.5,35,68,Tamil,Male,Yes,No,No,No
9.10599E+11,Project Manager,3.7,35,68,Tamil,Male,Yes,No,No,No
7.42528E+11,Database Administrator,3.4,28,60,Tamil,Male,Yes,No,No,No
7.00736E+11,Database Administrator,3.8,34,60,Tamil,Female,Yes,No,No,No
7.09467E+11,Database Administrator,4.1,32,60,Tamil,Female,Yes,No,No,No
2.57484E+11,Database Administrator,2.9,22,60,Tamil,Female,Yes,No,No,No
7.76553E+11,Database Administrator,3.9,28,60,Tamil,Female,Yes,No,No,No
6.24705E+11,Database Administrator,4.9,45,60,Tamil,No,Yes,No,No,No
7.26804E+11,Database Administrator,4.3,32,60,Tamil,No,Yes,No,No,No
93859097357,Database Administrator,3.4,28,60,Tamil,No,Yes,No,No,No
6.35117E+11,Database Administrator,3.5,26,60,Tamil,No,Yes,No,No,No
6.93876E+11,Database Administrator,2.4,21,80,Tamil,No,Yes,No,No,No
7.6454E+11,Nurse,4.3,27,80,Tamil,No,Yes,No,No,No
4.04532E+11,Nurse,4.1,18,80,Tamil,No,Yes,No,No,No
4.92036E+11,Nurse,3.3,33,80,Tamil,Male,No,Yes,Yes,Yes
2.03765E+11,Nurse,2,35,80,Tamil,Male,No,Yes,Yes,Yes
5.96769E+11,Nurse,4.8,34,80,Tamil,Male,No,Yes,Yes,Yes
5.25519E+11,Nurse,4.9,37,80,Tamil,Male,No,Yes,Yes,Yes
4.31902E+11,Lecturer,2.5,32,80,Tamil,Female,No,Yes,Yes,Yes
2.18722E+11,Lecturer,2.9,30,80,English,Female,No,Yes,Yes,Yes
4.68753E+11,Lecturer,4.6,29,80,English,Female,No,Yes,Yes,Yes
8.90686E+11,Lecturer,3.8,30,80,English,Female,No,Yes,Yes,Yes
5.48133E+11,Lecturer,3.1,34,80,English,No,No,Yes,Yes,Yes
5.76562E+11,Lecturer,4.7,34,80,English,No,No,Yes,Yes,Yes
3.03774E+11,Lecturer,2.8,34,80,English,No,No,Yes,Yes,Yes
