UID,Profession,Rating,Age,Profession_Category,Language_Spoken,Gender_Preference,Smoking,Music_Lover,Motion_Sickness,Like_Quietness
U1558711443590,intern,4.9,24,32,Sinhala,Female,Yes,Yes,Yes,No
U4816040866799,intern,2.6,23,32,Sinhala,Female,Yes,Yes,Yes,No
U4500046303463,intern,2.7,22,32,Sinhala,No,Yes,Yes,Yes,No
U5741336100385,intern,4.7,22,32,Sinhala,No,Yes,Yes,Yes,No
U5708035062378,intern,4.8,25,32,Sinhala,No,Yes,Yes,Yes,No
U6374551800563,intern,4.9,22,32,Sinhala,No,Yes,Yes,Yes,No
U3021157000878,intern,2.2,23,42,Sinhala,No,Yes,Yes,Yes,No
U5706846472100,Administrative Assistant,4.6,35,42,Sinhala,Male,Yes,Yes,No,Yes
U5443006430650,Administrative Assistant,4.9,33,42,Sinhala,Male,Yes,Yes,No,Yes
U6079899123218,Administrative Assistant,2.7,35,42,Sinhala,Male,Yes,Yes,No,Yes
U4833989363776,Administrative Assistant,2.1,34,42,Sinhala,Male,Yes,Yes,No,Yes
U4159235755649,Administrative Assistant,3.6,37,42,Sinhala,Male,Yes,Yes,No,Yes
U3339964878105,Administrative Assistant,4.6,35,42,Sinhala,Female,Yes,Yes,No,Yes
U5922973986325,Administrative Assistant,4.9,33,42,Sinhala,Female,Yes,Yes,No,Yes
U1879893904698,Administrative Assistant,2.7,35,42,Sinhala,Female,Yes,Yes,No,Yes
U9338976799245,Administrative Assistant,2.1,34,42,Sinhala,Female,Yes,Yes,No,Yes
U992098194095,Administrative Assistant,3.6,37,42,Sinhala,No,Yes,Yes,No,Yes
U5056022304410,Bank Assistant,2.9,27,38,Sinhala,No,Yes,Yes,No,Yes
U621095199657,Bank Assistant,2.7,29,38,Sinhala,No,Yes,Yes,No,Yes
U1096583607036,Bank Assistant,4.6,38,38,Sinhala,No,Yes,Yes,No,Yes
U5399542580683,Bank Assistant,3.4,50,38,Sinhala,No,Yes,Yes,No,Yes
U5769283247086,Bank Assistant,2.9,35,38,Sinhala,Male,Yes,Yes,No,No
U7969143755937,IT Support,3.4,24,40,Sinhala,Male,Yes,Yes,No,No
U9651541871851,IT Support,3.7,35,40,Sinhala,Male,Yes,Yes,No,No
U6796188567592,IT Support,2.3,27,40,English,Male,Yes,Yes,No,No
U3297647085102,IT Support,2.9,18,40,Sinhala,Female,Yes,Yes,No,No
U1246587243717,IT Support,3,30,40,Sinhala,Female,Yes,Yes,No,No
U5092791265662,IT Support,4.8,38,40,Sinhala,Female,Yes,Yes,No,No
U5708938575408,IT Support,3.8,28,35,Sinhala,Female,Yes,Yes,No,No
U5551446297410,Cashier,3.6,34,35,Sinhala,No,Yes,Yes,No,No
U2884217447663,Cashier,4.2,26,35,Sinhala,No,Yes,Yes,No,No
U3025414266040,Cashier,3.3,30,35,Sinhala,No,Yes,Yes,No,No
U384539691918,Cashier,5,22,35,Sinhala,No,Yes,Yes,No,No
U2364167928439,Cashier,4.3,33,35,Sinhala,No,Yes,Yes,No,No
U6843680109286,Cashier,4.9,31,35,Sinhala,Male,Yes,No,Yes,Yes
U1558711443534,Clerks,2.8,32,35,Sinhala,Male,Yes,No,Yes,Yes
U1558711443576,Clerks,3.8,28,35,Sinhala,Male,Yes,No,Yes,Yes
U1558711443500,Clerks,4.6,27,35,Sinhala,Male,Yes,No,Yes,Yes
U1091011939770,Manager,2.5,32,25,Sinhala,Male,Yes,No,Yes,Yes
U232209300131,Driver,4,21,25,Sinhala,Female,Yes,No,Yes,Yes
U7481274405408,Driver,2.2,30,25,Sinhala,Female,Yes,No,Yes,Yes
U564209697889,Driver,4.7,24,25,Sinhala,Female,Yes,No,Yes,Yes
U4591471617608,Driver,4.2,26,25,Sinhala,Female,Yes,No,Yes,Yes
U8342920533973,Driver,3.7,40,25,Sinhala,No,Yes,No,Yes,Yes
U7597813251837,Driver,4.6,37,25,Sinhala,No,Yes,No,Yes,Yes
U8240397187770,Driver,4.1,26,25,Sinhala,No,Yes,No,Yes,Yes
U3388196440780,Driver,2.1,32,20,Sinhala,No,Yes,No,Yes,Yes
U1361000555761,Body Guard,2.5,32,20,Sinhala,No,Yes,No,Yes,Yes
U4096731414725,Body Guard,4.5,27,20,Sinhala,Male,Yes,No,Yes,No
U9533815304081,Body Guard,3.1,30,20,Sinhala,Male,Yes,No,Yes,No
U6367293304603,Body Guard,3.6,31,20,Sinhala,Male,Yes,No,Yes,No
U9579339090340,Body Guard,2.5,29,20,Sinhala,Male,Yes,No,Yes,No
U7759904636334,Body Guard,2.8,41,20,Sinhala,Female,Yes,No,Yes,No
U5327682898400,Body Guard,4.7,34,20,Sinhala,Female,Yes,No,Yes,No
U554712088806,Body Guard,2.5,33,17,Sinhala,Female,Yes,No,Yes,No
U2656692230730,Security Officer,4.4,28,17,Sinhala,Female,Yes,No,Yes,No
U6390894971854,Security Officer,4.8,28,17,Sinhala,No,Yes,No,Yes,No
U9362078042438,Security Officer,4.8,23,17,Sinhala,No,Yes,No,Yes,No
U7381683275842,Security Officer,3.6,24,17,Sinhala,No,Yes,No,Yes,No
U6669636578343,Security Officer,3.6,32,17,Sinhala,No,Yes,No,Yes,No
U329770179614,Security Officer,2.8,34,17,Sinhala,No,Yes,No,Yes,No
U1834317471845,Security Officer,4.7,24,17,Sinhala,Male,Yes,No,No,Yes
U4620741429427,Security Officer,4.6,26,15,Sinhala,Male,Yes,No,No,Yes
U9430573496591,Clerical Staff,4.5,36,15,Sinhala,Male,Yes,No,No,Yes
U9494366704547,Clerical Staff,4.8,41,15,Sinhala,Male,Yes,No,No,Yes
U958730287913,Clerical Staff,3.7,38,15,Sinhala,Female,Yes,No,No,Yes
U127827866121,Clerical Staff,2.4,38,15,Sinhala,Female,Yes,No,No,Yes
U5942793186034,Clerical Staff,4.4,30,15,Sinhala,Female,Yes,No,No,Yes
U9401615612765,Clerical Staff,3.9,25,15,Sinhala,Female,Yes,No,No,Yes
U3009376096481,Clerical Staff,2.8,37,15,Sinhala,No,Yes,No,No,Yes
U5235432043332,Clerical Staff,3.5,34,15,Sinhala,No,Yes,No,No,Yes
U381266749026,Clerical Staff,3.1,37,15,Sinhala,No,Yes,No,No,Yes
U2872449685326,Clerical Staff,4.5,36,25,Sinhala,No,Yes,No,No,Yes
U7782072766280,Clerk,3.2,37,20,Tamil,No,Yes,No,No,Yes
U4663051234851,Driver,2.3,44,17,Tamil,Male,Yes,No,No,No
U9548242881167,Body Guard,4.3,32,15,Tamil,Male,Yes,No,No,No
U4144059524624,Security Officer,2.1,31,20,Tamil,Male,Yes,No,No,No
U5873355454586,Clerk,2.6,31,17,Tamil,Male,Yes,No,No,No
U854592870693,Body Guard,3.9,33,15,Tamil,Female,Yes,No,No,No
U3693367467744,Security Officer,4.9,35,25,Tamil,Female,Yes,No,No,No
U5030317567445,Clerk,3.8,39,25,Tamil,Female,Yes,No,No,No
U8919765147121,Driver,5,42,25,Tamil,Female,Yes,No,No,No
U430268295026,Driver,3.6,23,25,Tamil,No,Yes,No,No,No
U3093420674019,Driver,2.2,31,15,Tamil,No,Yes,No,No,No
U4765048509332,Driver,4,29,20,Tamil,No,Yes,No,No,No
U9045169354481,Clerk,2.1,42,15,Tamil,No,Yes,No,No,No
U6058338540215,Body Guard,4.3,36,20,Tamil,No,Yes,No,No,No
U3103233320156,Clerk,3.6,27,15,Tamil,Male,No,Yes,Yes,Yes
U884596464656,Body Guard,3.2,29,32,Tamil,Male,No,Yes,Yes,Yes
U3857236577943,Clerk,3.5,23,32,Tamil,Male,No,Yes,Yes,Yes
U6276194167309,intern,4.2,22,32,Tamil,Male,No,Yes,Yes,Yes
U6811334644405,intern,4.9,24,32,Tamil,Female,No,Yes,Yes,Yes
U3065579776630,intern,2.6,23,32,Tamil,Female,No,Yes,Yes,Yes
U7605557990089,intern,2.7,22,32,Tamil,Female,No,Yes,Yes,Yes
U7398607056525,intern,4.7,22,32,Tamil,Female,No,Yes,Yes,Yes
U7370029583548,intern,4.8,25,32,Tamil,Female,No,Yes,Yes,Yes
U6466690005179,intern,4.9,22,42,English,No,No,Yes,Yes,Yes
U7544070770811,intern,2.2,23,42,English,No,No,Yes,Yes,Yes
U2603231269370,Administrative Assistant,4.6,35,42,English,No,No,Yes,Yes,Yes
U5740060584079,Administrative Assistant,4.9,33,42,English,No,No,Yes,Yes,Yes
U3447476905192,Administrative Assistant,2.7,35,42,English,No,No,Yes,Yes,Yes
U2043184587709,Administrative Assistant,2.1,34,42,English,No,No,Yes,Yes,Yes
U1358468142037,Administrative Assistant,3.6,37,32,English,Male,No,Yes,Yes,No
U3721719622485,Administrative Assistant,4.6,35,32,English,Male,No,Yes,Yes,No
U5621554441721,Administrative Assistant,4.9,33,35,English,Male,No,Yes,Yes,No
U4772317771813,Administrative Assistant,2.7,35,37,English,Male,No,Yes,Yes,No
U8382355555614,Administrative Assistant,2.1,34,31,English,Male,No,Yes,Yes,No
U3056144322307,Administrative Assistant,3.6,37,38,English,Female,No,Yes,Yes,No
U7203767432602,Bank Assistant,2.9,27,38,English,Female,No,Yes,Yes,No
U8991749187742,Bank Assistant,2.7,29,38,English,Female,No,Yes,Yes,No
U9405651311668,Bank Assistant,4.6,38,38,English,No,No,Yes,Yes,No
U9757623564143,Bank Assistant,3.4,50,40,English,No,No,Yes,Yes,No
U1061796998170,Bank Assistant,2.9,35,40,English,No,No,Yes,Yes,No
U5756753383995,IT Support,3.4,24,40,English,No,No,Yes,Yes,No
U1013034738658,IT Support,3.7,35,40,English,No,No,Yes,Yes,No
U6303249076566,IT Support,2.3,27,40,English,Male,No,Yes,No,Yes
U1435849979207,IT Support,2.9,18,40,Sinhala,Male,No,Yes,No,Yes
U9328383381661,IT Support,3,30,40,Sinhala,Male,No,Yes,No,Yes
U5335361216279,IT Support,4.8,38,35,Sinhala,Male,No,Yes,No,Yes
U1558711443515,IT Support,3.8,28,35,Sinhala,Female,No,Yes,No,Yes
U9462286670334,Cashier,3.6,34,35,Sinhala,Female,No,Yes,No,Yes
U3242553633671,Cashier,4.2,26,35,Sinhala,Female,No,Yes,No,Yes
U8565532225699,Cashier,3.3,30,35,Sinhala,Female,No,Yes,No,Yes
U9447491787130,Cashier,5,22,35,Sinhala,No,No,Yes,No,Yes
U5524452078305,Cashier,4.3,33,35,Sinhala,No,No,Yes,No,Yes
U1912457118804,Cashier,4.9,31,35,Sinhala,No,No,Yes,No,Yes
U4265681878188,Clerks,2.8,32,35,Sinhala,No,No,Yes,No,Yes
U9446429258623,Clerks,3.8,28,35,Sinhala,Male,No,Yes,No,No
U637736512376,Clerks,4.6,27,25,Sinhala,Male,No,Yes,No,No
U6527454754162,Manager,2.5,32,25,Sinhala,Male,No,Yes,No,No
U5111028644048,Driver,4,21,25,Sinhala,Male,No,Yes,No,No
U1917762357649,Driver,2.2,30,25,Sinhala,Female,No,Yes,No,No
U5877526612989,Driver,4.7,24,25,Sinhala,Female,No,Yes,No,No
U4481870493622,Driver,4.2,26,25,Sinhala,Female,No,Yes,No,No
U90042166776,Driver,3.7,40,25,Sinhala,Female,No,Yes,No,No
U2044961084021,Driver,4.6,37,25,Sinhala,No,No,Yes,No,No
U9826584061964,Driver,4.1,26,20,Sinhala,No,No,Yes,No,No
U8950133057854,Driver,2.1,32,20,Sinhala,No,No,Yes,No,No
U8635800195743,Body Guard,2.5,32,20,Sinhala,No,No,Yes,No,No
U3981380157123,Body Guard,4.5,27,20,Sinhala,No,No,Yes,No,No
U1682664967644,Body Guard,3.1,30,20,Sinhala,Male,No,No,Yes,Yes
U6792183773340,Body Guard,3.6,31,20,Sinhala,Male,No,No,Yes,Yes
U9213023923375,Body Guard,2.5,29,20,Sinhala,Male,No,No,Yes,Yes
U4241944178363,Body Guard,2.8,41,20,Sinhala,Male,No,No,Yes,Yes
U332610561905,Body Guard,4.7,34,17,Sinhala,Female,No,No,Yes,Yes
U7012629349829,Body Guard,2.5,33,17,Sinhala,Female,No,No,Yes,Yes
U5595784965059,Security Officer,4.4,28,17,Sinhala,Female,No,No,Yes,Yes
U1741116893595,Security Officer,4.8,28,17,Sinhala,Female,No,No,Yes,Yes
U5705457986105,Security Officer,4.8,23,17,Sinhala,No,No,No,Yes,Yes
U7256893291081,Security Officer,3.6,24,17,Sinhala,No,No,No,Yes,Yes
U9518036395431,Security Officer,3.6,32,17,Sinhala,No,No,No,Yes,Yes
U1694605093129,Security Officer,2.8,34,17,Sinhala,No,No,No,Yes,Yes
U6095594465268,Security Officer,4.7,24,15,Sinhala,No,No,No,Yes,Yes
U2165591769686,Security Officer,4.6,26,15,Sinhala,Male,No,No,Yes,No
U8034110235628,Clerical Staff,4.5,36,15,Sinhala,Male,No,No,Yes,No
U7036070850944,Clerical Staff,4.8,41,15,Sinhala,Male,No,No,Yes,No
U5909056609690,Clerical Staff,3.7,38,15,Sinhala,Male,No,No,Yes,No
U1181209367152,Clerical Staff,2.4,38,15,Sinhala,Female,No,No,Yes,No
U5809703636273,Clerical Staff,4.4,30,15,Sinhala,Female,No,No,Yes,No
U8881032622452,Clerical Staff,3.9,25,15,Sinhala,Female,No,No,Yes,No
U9924557051930,Clerical Staff,2.8,37,15,Sinhala,Female,No,No,Yes,No
U9290120579973,Clerical Staff,3.5,34,15,Sinhala,No,No,No,Yes,No
U42789478969,Clerical Staff,3.1,37,25,Sinhala,No,No,No,Yes,No
U9431005816185,Clerical Staff,4.5,36,20,Sinhala,No,No,No,Yes,No
U6649171440792,Clerk,3.2,37,17,Sinhala,No,No,No,Yes,No
U9478845904245,Driver,2.3,44,15,Sinhala,No,No,No,Yes,No
U508062179312,Body Guard,4.3,32,20,Sinhala,No,No,No,Yes,No
U1443061345317,Security Officer,2.1,31,17,Sinhala,Male,No,No,No,Yes
U2511145425117,Clerk,2.6,31,15,Sinhala,Male,No,No,No,Yes
U3732806169237,Body Guard,3.9,33,25,Sinhala,Male,No,No,No,Yes
U9006554035377,Security Officer,4.9,35,25,Sinhala,Male,No,No,No,Yes
U4538704137249,Clerk,3.8,39,25,Sinhala,Female,No,No,No,Yes
U8533492331321,Driver,5,42,25,Sinhala,Female,No,No,No,Yes
U7066153552799,Driver,3.6,23,15,Sinhala,Female,No,No,No,Yes
U5354983717089,Driver,2.2,31,20,Sinhala,Female,No,No,No,Yes
U6991096733137,Driver,4,29,15,Sinhala,No,No,No,No,Yes
U3591946341173,Clerk,2.1,42,20,Sinhala,No,No,No,No,Yes
U9646892390526,Body Guard,4.3,36,15,Sinhala,No,No,No,No,Yes
U7726626507628,Clerk,3.6,27,32,Sinhala,No,No,No,No,Yes
U7472761113179,Body Guard,3.2,29,32,Sinhala,No,No,No,No,Yes
U1708886297424,Clerk,3.5,23,32,Sinhala,Male,No,No,No,No
U7053336690703,intern,4.2,22,32,Sinhala,Male,No,No,No,No
U411009858105,intern,4.9,24,32,Sinhala,Male,No,No,No,No
U7315293652391,intern,2.6,23,32,Sinhala,Male,No,No,No,No
U5845930039699,intern,2.7,22,32,Sinhala,Male,No,No,No,No
U50234706534,intern,4.7,22,32,Sinhala,Female,No,No,No,No
U5986545905634,intern,4.8,25,42,Sinhala,Female,No,No,No,No
U2472821861626,intern,4.9,22,42,Sinhala,Female,No,No,No,No
U9746783021906,intern,2.2,23,42,Sinhala,Female,No,No,No,No
U3178640578922,Administrative Assistant,4.6,35,42,Sinhala,No,No,No,No,No
U665297516752,Administrative Assistant,4.9,33,42,Sinhala,No,No,No,No,No
U1656327753431,Administrative Assistant,2.7,35,42,Sinhala,No,No,No,No,No
U8632876168170,Administrative Assistant,2.1,34,32,Sinhala,No,No,No,No,No
U1940379099332,Administrative Assistant,3.6,37,32,Sinhala,No,No,No,No,No
U8302688044569,HR,4.8,32,63,Sinhala,Male,Yes,Yes,Yes,Yes
U1504444354262,HR,3.7,30,63,Sinhala,Male,Yes,Yes,Yes,Yes
U4349645837120,HR,2.4,29,63,Sinhala,Male,Yes,Yes,Yes,Yes
U4688215960997,HR,4.4,30,63,Sinhala,Male,Yes,Yes,Yes,Yes
U6218032036651,HR,3.9,34,63,Sinhala,Female,Yes,Yes,Yes,Yes
U7311678119407,HR,2.8,34,63,Sinhala,Female,Yes,Yes,Yes,Yes
U2124955480674,HR,3.5,34,63,Sinhala,Female,Yes,Yes,Yes,Yes
U7200008783124,HR,3.1,33,63,Sinhala,Female,Yes,Yes,Yes,Yes
U6185478254964,Network Engineer,5,32,55,Sinhala,Female,Yes,Yes,Yes,Yes
U7009804713407,Network Engineer,3.8,24,55,Sinhala,No,Yes,Yes,Yes,Yes
U6397645882955,Network Engineer,4.8,33,55,Sinhala,No,Yes,Yes,Yes,Yes
U272486729278,Network Engineer,2.1,33,55,Sinhala,No,Yes,Yes,Yes,Yes
U6642338440125,Network Engineer,3.1,30,55,Sinhala,No,Yes,Yes,Yes,Yes
U4238293542039,Network Engineer,2,32,55,Sinhala,No,Yes,Yes,Yes,Yes
U9447768811995,Network Engineer,4.8,32,55,Sinhala,Male,Yes,Yes,Yes,No
U7379997999429,Network Engineer,2.1,33,55,Sinhala,Male,Yes,Yes,Yes,No
U859835762683,Network Engineer,3.1,44,55,Sinhala,Male,Yes,Yes,Yes,No
U3059530743447,Network Engineer,2,26,55,Sinhala,Male,Yes,Yes,Yes,No
U7055772550429,Project Manager,2,37,68,Sinhala,Female,Yes,Yes,Yes,No
U5354268653531,Project Manager,4.6,36,68,Sinhala,Female,Yes,Yes,Yes,No
U1192930487003,Project Manager,4.6,31,68,Sinhala,Female,Yes,Yes,Yes,No
U3057021975852,Project Manager,4.5,34,68,Sinhala,Female,Yes,Yes,Yes,No
U6310373164476,Project Manager,4.3,28,68,Sinhala,No,Yes,Yes,Yes,No
U5285388397741,Database Administrator,3.8,34,60,Sinhala,No,Yes,Yes,Yes,No
U2454052493961,Database Administrator,3.3,23,60,Sinhala,No,Yes,Yes,Yes,No
U9428895644075,Database Administrator,5,38,60,Sinhala,No,Yes,Yes,Yes,No
U1503513760588,Database Administrator,4.2,33,60,Sinhala,No,Yes,Yes,Yes,No
U7862393481855,Database Administrator,2,19,60,Sinhala,No,Yes,Yes,Yes,No
U8046530657669,Database Administrator,3.7,25,60,Sinhala,Male,Yes,Yes,No,Yes
U8268562615556,Database Administrator,4.1,31,60,Sinhala,Male,Yes,Yes,No,Yes
U4781027525164,Database Administrator,4,32,60,Sinhala,Male,Yes,Yes,No,Yes
U7231034463329,Database Administrator,2.9,28,60,Sinhala,Male,Yes,Yes,No,Yes
U7555277829483,Database Administrator,4.6,38,80,Sinhala,Female,Yes,Yes,No,Yes
U4111363716728,Nurse,3.7,23,80,Sinhala,Female,Yes,Yes,No,Yes
U43832613382,Nurse,3.8,30,80,Sinhala,Female,Yes,Yes,No,Yes
U2884440527437,Nurse,4.2,27,80,Sinhala,No,Yes,Yes,No,Yes
U3703865118813,Nurse,2.7,33,80,Sinhala,No,Yes,Yes,No,Yes
U1575461621344,Nurse,2.6,31,80,Sinhala,No,Yes,Yes,No,Yes
U2357757972667,Nurse,3.7,39,80,Sinhala,No,Yes,Yes,No,Yes
U2831639648422,Lecturer,4.5,34,80,Sinhala,Male,Yes,Yes,No,No
U5999093894832,Lecturer,3.7,29,80,Sinhala,Male,Yes,Yes,No,No
U4560957424883,Lecturer,3.4,32,80,English,Male,Yes,Yes,No,No
U1905852477044,Lecturer,3.8,31,80,Sinhala,Male,Yes,Yes,No,No
U9748936312747,Lecturer,4.1,40,80,Sinhala,Female,Yes,Yes,No,No
U1318850225533,Lecturer,2.9,34,80,Sinhala,Female,Yes,Yes,No,No
U3868483535940,Lecturer,3.9,18,80,Sinhala,Female,Yes,Yes,No,No
U614977980278,Lecturer,4.9,25,80,Sinhala,Female,Yes,Yes,No,No
U9799479224403,Lecturer,4.3,29,80,Sinhala,No,Yes,Yes,No,No
U4309726350386,Lecturer,3.4,24,80,Sinhala,No,Yes,Yes,No,No
U1055877480698,Lecturer,3.5,31,80,Sinhala,No,Yes,Yes,No,No
U3443465253699,Lecturer,2.4,33,80,Sinhala,No,Yes,Yes,No,No
U8686893609109,Lecturer,4.3,30,80,Sinhala,No,Yes,Yes,No,No
U5345574644186,Lecturer,4.1,26,75,Sinhala,Male,Yes,No,Yes,Yes
U565035362449,Teacher,3.3,44,75,Sinhala,Male,Yes,No,Yes,Yes
U2714719442743,Teacher,2,25,75,Sinhala,Male,Yes,No,Yes,Yes
U6069776844662,Teacher,4.8,33,75,Sinhala,Male,Yes,No,Yes,Yes
U2324281299230,Teacher,4.9,29,75,Sinhala,Female,Yes,No,Yes,Yes
U6154231399757,Teacher,2.5,35,75,Sinhala,Female,Yes,No,Yes,Yes
U9007407548531,Teacher,2.9,35,75,Sinhala,Female,Yes,No,Yes,Yes
U163975492369,Teacher,4.6,28,75,Sinhala,Female,Yes,No,Yes,Yes
U4773607043936,Teacher,3.8,34,75,Sinhala,Female,Yes,No,Yes,Yes
U2408201070022,Teacher,3.1,32,75,Sinhala,No,Yes,No,Yes,Yes
U7037445304826,Teacher,4.7,22,75,Sinhala,No,Yes,No,Yes,Yes
U3876778406217,Teacher,2.8,28,85,Sinhala,No,Yes,No,Yes,Yes
U7296169002115,Tech Lead,4.5,45,85,Sinhala,No,Yes,No,Yes,Yes
U7445028108956,Tech Lead,2.1,32,85,Sinhala,No,Yes,No,Yes,Yes
U4732362979681,Tech Lead,2,28,85,Sinhala,No,Yes,No,Yes,Yes
U4668820929530,Tech Lead,4.5,26,85,Sinhala,Male,Yes,No,Yes,No
U9802308083492,Tech Lead,4,21,85,Sinhala,Male,Yes,No,Yes,No
U9733161723969,Tech Lead,4.5,27,85,Sinhala,Male,Yes,No,Yes,No
U4246184371326,Tech Lead,2.1,18,85,Sinhala,Female,Yes,No,Yes,No
U16918781041,Tech Lead,4.4,35,85,Sinhala,Female,Yes,No,Yes,No
U8988706770146,Tech Lead,4.2,29,85,Sinhala,Female,Yes,No,Yes,No
U9539739519914,HR,2,33,63,Sinhala,Female,Yes,No,Yes,No
U8397666466017,HR,4.6,31,63,Sinhala,No,Yes,No,Yes,No
U8652090337504,HR,4.6,39,63,Sinhala,No,Yes,No,Yes,No
U5174007952450,HR,4.5,34,63,Sinhala,No,Yes,No,Yes,No
U9991231492661,HR,4.3,29,63,Sinhala,No,Yes,No,Yes,No
U8341236024844,HR,3.8,32,63,Sinhala,No,Yes,No,Yes,No
U6907375207516,HR,3.3,31,63,Sinhala,No,Yes,No,Yes,No
U591354896548,HR,5,40,63,Sinhala,Male,Yes,No,No,Yes
U140861292768,Network Engineer,4.2,34,55,Sinhala,Male,Yes,No,No,Yes
U3647778276477,Network Engineer,2,18,55,Sinhala,Male,Yes,No,No,Yes
U4899632949528,Network Engineer,3.7,25,55,Sinhala,Male,Yes,No,No,Yes
U6802078977534,Network Engineer,4.1,29,55,Sinhala,Female,Yes,No,No,Yes
U109522876938,Network Engineer,4,24,55,Sinhala,Female,Yes,No,No,Yes
U7150894783548,Network Engineer,2.9,31,55,Sinhala,Female,Yes,No,No,Yes
U4616000274885,Network Engineer,4.6,33,55,Sinhala,Female,Yes,No,No,Yes
U9338066649475,Network Engineer,3.7,30,55,Sinhala,No,Yes,No,No,Yes
U8862012085051,Network Engineer,3.8,26,55,Sinhala,No,Yes,No,No,Yes
U7326090513311,Network Engineer,4.2,44,55,Tamil,No,Yes,No,No,Yes
U5101092491953,Project Manager,2.7,25,68,Tamil,No,Yes,No,No,Yes
U3936509995927,Project Manager,2.6,33,68,Tamil,No,Yes,No,No,Yes
U3391004273680,Project Manager,3.7,29,68,Tamil,Male,Yes,No,No,No
U5992351200822,Project Manager,4.5,35,68,Tamil,Male,Yes,No,No,No
U2538439357418,Project Manager,3.7,35,68,Tamil,Male,Yes,No,No,No
U5416133115896,Database Administrator,3.4,28,60,Tamil,Male,Yes,No,No,No
U8796682951527,Database Administrator,3.8,34,60,Tamil,Female,Yes,No,No,No
U8341642744986,Database Administrator,4.1,32,60,Tamil,Female,Yes,No,No,No
U5458970687659,Database Administrator,2.9,22,60,Tamil,Female,Yes,No,No,No
U7257036769966,Database Administrator,3.9,28,60,Tamil,Female,Yes,No,No,No
U9387336260072,Database Administrator,4.9,45,60,Tamil,No,Yes,No,No,No
U8853129222886,Database Administrator,4.3,32,60,Tamil,No,Yes,No,No,No
U1890777806887,Database Administrator,3.4,28,60,Tamil,No,Yes,No,No,No
U2402316413067,Database Administrator,3.5,26,60,Tamil,No,Yes,No,No,No
U2577914496529,Database Administrator,2.4,21,80,Tamil,No,Yes,No,No,No
U3202137558396,Nurse,4.3,27,80,Tamil,No,Yes,No,No,No
U1421734320297,Nurse,4.1,18,80,Tamil,No,Yes,No,No,No
U5353012805731,Nurse,3.3,33,80,Tamil,Male,No,Yes,Yes,Yes
U1239973404880,Nurse,2,35,80,Tamil,Male,No,Yes,Yes,Yes
U7699572784271,Nurse,4.8,34,80,Tamil,Male,No,Yes,Yes,Yes
U8958445617706,Nurse,4.9,37,80,Tamil,Male,No,Yes,Yes,Yes
U3185903315573,Lecturer,2.5,32,80,Tamil,Female,No,Yes,Yes,Yes
U7704646794082,Lecturer,2.9,30,80,English,Female,No,Yes,Yes,Yes
U8524098961231,Lecturer,4.6,29,80,English,Female,No,Yes,Yes,Yes
U1545142543639,Lecturer,3.8,30,80,English,Female,No,Yes,Yes,Yes
U5124665489439,Lecturer,3.1,34,80,English,No,No,Yes,Yes,Yes
